2025-04-20 16:03:49,933 - INFO - 開始分組文章
2025-04-20 16:03:49,976 - ERROR - 讀取檔案 real_estate_articles\articles\409879_信託行為無效,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,977 - ERROR - 讀取檔案 real_estate_articles\articles\409911_公地權利清理,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,977 - ERROR - 讀取檔案 real_estate_articles\articles\409912_公部門對公共設施保留地之地價查估,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,978 - ERROR - 讀取檔案 real_estate_articles\articles\409940_遺贈之稅負,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,978 - ERROR - 讀取檔案 real_estate_articles\articles\409941_農舍及其坐落土地如何課稅？,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,980 - ERROR - 讀取檔案 real_estate_articles\articles\410020_容積移轉,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,981 - ERROR - 讀取檔案 real_estate_articles\articles\410103_106高考土地法規，有關共有之題型解析,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,981 - ERROR - 讀取檔案 real_estate_articles\articles\410104_農業用地之移轉限制及土地增值稅徵納(一),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,981 - ERROR - 讀取檔案 real_estate_articles\articles\410134_契約解除之退稅請求權,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,981 - ERROR - 讀取檔案 real_estate_articles\articles\410135_農業用地之移轉限制及土地增值稅徵納(二),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,981 - ERROR - 讀取檔案 real_estate_articles\articles\410202_土地法第13條 v.s. 優先購買權,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,983 - ERROR - 讀取檔案 real_estate_articles\articles\410203_合建分配比之估計,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,983 - ERROR - 讀取檔案 real_estate_articles\articles\410230_信託之地價稅,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,983 - ERROR - 讀取檔案 real_estate_articles\articles\410231_106不動產經紀人考前必讀,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,983 - ERROR - 讀取檔案 real_estate_articles\articles\410321_全國國土計畫之分類,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,985 - ERROR - 讀取檔案 real_estate_articles\articles\410322_參加市地重劃分回土地面積與參加區段徵收分回土地面積之比較,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,985 - ERROR - 讀取檔案 real_estate_articles\articles\410370_國土計畫之違規處罰,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,987 - ERROR - 讀取檔案 real_estate_articles\articles\410371_土地增值稅重購退稅額度與房地合一所得稅重購退稅額度之比較,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,987 - ERROR - 讀取檔案 real_estate_articles\articles\410429_土地法第34條之1修正,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,988 - ERROR - 讀取檔案 real_estate_articles\articles\410479_國土計畫土地使用管制架構,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,988 - ERROR - 讀取檔案 real_estate_articles\articles\410480_106年地方特考「土地經濟學」之評析,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,989 - ERROR - 讀取檔案 real_estate_articles\articles\410529_土地法第104條實例解析,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,990 - ERROR - 讀取檔案 real_estate_articles\articles\410530_優先購買權通知之回復期限,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,991 - ERROR - 讀取檔案 real_estate_articles\articles\410569_優先購買權是否得預先拋棄？,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,991 - ERROR - 讀取檔案 real_estate_articles\articles\410570_優先購買權之放棄與視為放棄,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,992 - ERROR - 讀取檔案 real_estate_articles\articles\410649_107年屋簷雨遮不登記不計價上路,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,992 - ERROR - 讀取檔案 real_estate_articles\articles\410650_地價永以為定與重新規定地價,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,993 - ERROR - 讀取檔案 real_estate_articles\articles\410765_市地重劃屬於繼受取得或原始取得？,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,994 - ERROR - 讀取檔案 real_estate_articles\articles\410766_重新規定地價之週期,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,994 - ERROR - 讀取檔案 real_estate_articles\articles\410818_信託財產獨立性vs.稅捐保全,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,995 - ERROR - 讀取檔案 real_estate_articles\articles\410819_虛坪制與實坪制,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,995 - ERROR - 讀取檔案 real_estate_articles\articles\410845_地政士法,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,996 - ERROR - 讀取檔案 real_estate_articles\articles\410846_土地法規實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,996 - ERROR - 讀取檔案 real_estate_articles\articles\411132_都市計畫公共設施保留地檢討變更作業原則,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,998 - ERROR - 讀取檔案 real_estate_articles\articles\411224_行政法-信賴保護原則,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,998 - ERROR - 讀取檔案 real_estate_articles\articles\411225_不課徵土地增值稅對納稅義務人之影響,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:49,999 - ERROR - 讀取檔案 real_estate_articles\articles\411317_消滅時效問題,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,000 - ERROR - 讀取檔案 real_estate_articles\articles\411320_土地增值稅抵繳之檢討,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,000 - ERROR - 讀取檔案 real_estate_articles\articles\411347_房屋自住用判定,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,001 - ERROR - 讀取檔案 real_estate_articles\articles\411348_重複課稅之扣除與扣抵,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,001 - ERROR - 讀取檔案 real_estate_articles\articles\411493_土地法34-1事實上處分,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,002 - ERROR - 讀取檔案 real_estate_articles\articles\411494_土地法第34條之1實例研習,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,002 - ERROR - 讀取檔案 real_estate_articles\articles\411527_107年1月地政士法修正,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,002 - ERROR - 讀取檔案 real_estate_articles\articles\411528_房地合一所得稅對繼承或贈與取得者不友善,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,002 - ERROR - 讀取檔案 real_estate_articles\articles\411543_優先購買權之要件整理,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,002 - ERROR - 讀取檔案 real_estate_articles\articles\411544_政府徵收人民之土地不宜將其出售為私人所有,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,002 - ERROR - 讀取檔案 real_estate_articles\articles\411701_洗錢防制,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,005 - ERROR - 讀取檔案 real_estate_articles\articles\411715_從新聞事件學習土地法第25條及第26條,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,006 - ERROR - 讀取檔案 real_estate_articles\articles\411831_信託關係消滅,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,006 - ERROR - 讀取檔案 real_estate_articles\articles\411833_自辦市地重劃有關發起人申請核定成立籌備會之要件,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,007 - ERROR - 讀取檔案 real_estate_articles\articles\411880_建物標示圖,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,007 - ERROR - 讀取檔案 real_estate_articles\articles\411881_那些土地登記，應於辦理登記前先繳納稅捐？,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,008 - ERROR - 讀取檔案 real_estate_articles\articles\411913_自用住宅認定原則,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,008 - ERROR - 讀取檔案 real_estate_articles\articles\411914_土地法第三十四條之一執行要點之修正重點(一),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,009 - ERROR - 讀取檔案 real_estate_articles\articles\412002_公共設施保留地之減免,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,009 - ERROR - 讀取檔案 real_estate_articles\articles\412003_土地法第三十四條之一執行要點之修正重點(二),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,010 - ERROR - 讀取檔案 real_estate_articles\articles\412047_土登規則修正,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,010 - ERROR - 讀取檔案 real_estate_articles\articles\412057_土地法第三十四條之一執行要點之修正重點(三),許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,010 - ERROR - 讀取檔案 real_estate_articles\articles\412178_釋字763之重點,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,010 - ERROR - 讀取檔案 real_estate_articles\articles\412179_釋字763之模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,010 - ERROR - 讀取檔案 real_estate_articles\articles\412220_收回權在土地法與土地徵收條例之差異,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,010 - ERROR - 讀取檔案 real_estate_articles\articles\412221_農舍單獨移轉是否有土地法第104條之適用？,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,010 - ERROR - 讀取檔案 real_estate_articles\articles\412288_防災型都市更新(防災都更),曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,010 - ERROR - 讀取檔案 real_estate_articles\articles\412289_存續保障與價值保障,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,015 - ERROR - 讀取檔案 real_estate_articles\articles\412314_實價登錄之變革,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,015 - ERROR - 讀取檔案 real_estate_articles\articles\412315_地政士考試土法實例題推介,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,015 - ERROR - 讀取檔案 real_estate_articles\articles\412316_地政士考試重點提醒,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,016 - ERROR - 讀取檔案 real_estate_articles\articles\412380_遺贈稅,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,016 - ERROR - 讀取檔案 real_estate_articles\articles\412414_公信力（107地政士考題補充）,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,017 - ERROR - 讀取檔案 real_estate_articles\articles\412415_全國國土計畫之重點研習(一)-土地利用與土地政策之模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,017 - ERROR - 讀取檔案 real_estate_articles\articles\412450_實價登錄2.0,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,018 - ERROR - 讀取檔案 real_estate_articles\articles\412451_全國國土計畫之重點研習(二)-土地利用與土地政策之模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,018 - ERROR - 讀取檔案 real_estate_articles\articles\412601_土地徵收之問題與建議,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,019 - ERROR - 讀取檔案 real_estate_articles\articles\412602_全國國土計畫之重點研習(三)-土地利用與土地政策之模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412657_租賃住宅市場發展及管理條例,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412658_全國國土計畫之重點研習(四)-土地利用與土地政策之模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412669_全國國土計畫之重點研習(五)-土地利用與土地政策之模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412735_高普考『土地法規』考題-土地增值稅記存,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412736_全國國土計畫之重點研習(六)-土地利用與土地政策之模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412782_公司法人登記證明文件,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412783_全國國土計畫之重點研習(七)-土地利用與土地政策之模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412827_租賃契約,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412833_不動產估價實務模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412839_閒置工業區強制拍賣,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412840_全國國土計畫之重點研習(八)-土地利用與土地政策之模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,020 - ERROR - 讀取檔案 real_estate_articles\articles\412913_夫妻間贈與得申請不課徵土地增值稅,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,025 - ERROR - 讀取檔案 real_estate_articles\articles\412914_新古典經濟學與新制度經濟學,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,025 - ERROR - 讀取檔案 real_estate_articles\articles\413033_房屋稅修法爭議,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,026 - ERROR - 讀取檔案 real_estate_articles\articles\413034_十五種非都市土地容許種電,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,026 - ERROR - 讀取檔案 real_estate_articles\articles\413072_租賃住宅服務業,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,027 - ERROR - 讀取檔案 real_estate_articles\articles\413073_更正登記之同一性,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,028 - ERROR - 讀取檔案 real_estate_articles\articles\413124_危老申請程序及期限,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,028 - ERROR - 讀取檔案 real_estate_articles\articles\413125_更正登記與土地登記損害賠償之原因比較,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,029 - ERROR - 讀取檔案 real_estate_articles\articles\413223_定型化契約不得記載事項,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,029 - ERROR - 讀取檔案 real_estate_articles\articles\413224_土地登記漏誤之救濟,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,030 - ERROR - 讀取檔案 real_estate_articles\articles\413251_測量錯誤之損害賠償,曾榮耀老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,030 - ERROR - 讀取檔案 real_estate_articles\articles\413252_繼承登記模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,030 - ERROR - 讀取檔案 real_estate_articles\articles\413357_優先取得所有權模擬試題,許文昌老師.md 失敗：bad character range \d-  at position 7
2025-04-20 16:03:50,031 - ERROR - 讀取檔案 real_estate_articles\articles\413358_不動產信託,曾榮耀老師.md 失敗：bad character range \d-  at position 7
